,0,1
0,2.0781810462779964,6.0
1,0.0463344720469857,14.0
2,0.053366275170890286,85.0
3,0.2658986959594867,2031.0
4,1.0436705851488688,1480.0
5,82.26265845763417,100862.0
6,3.8082153906684337,1394.0
7,38.84640417591094,58.0
8,1.4912686906297703,15.0
9,0.1959554978513195,439.0
10,0.054212409454626916,510.0
11,0.027343144355514007,5.0
12,0.08241798366238053,590.0
13,0.38148869524415463,2985.0
14,0.04776969836529363,42.0
15,93606.95809164902,45783.0
16,0.2865221504653768,3092.0
17,0.01710169827175337,2621.0
18,0.10905128521654182,9.0
19,35.51067109280061,301.0
20,0.09880708265288923,56.0
21,0.008514586197944068,2.0
22,0.12514389317440433,915.0
23,0.250004142079413,68.0
24,0.9014369509515596,759.0
25,1.659592703659743,106.0
26,0.15620014948163954,223.0
27,0.5254129549794209,2004.0
28,0.13173591610530114,32.0
29,1.6292243016963908,89.0
30,0.07680250466304119,355.0
31,0.4423499194437129,1508.0
32,0.16344891757057425,35.0
33,9.439266077165723,35.0
34,0.0014617475966943077,88.0
35,0.0023936346690090933,112.0
36,0.05737374977001528,899.0
37,0.3446805398285297,220.0
38,0.05975371006214536,325.0
39,0.19387975121000026,88.0
40,0.18964218561574078,3.0
41,0.5003874756964132,11.0
42,0.06112825554287502,24.0
43,0.08821523041178932,28.0
44,0.25689106900454645,40.0
45,0.0015999677663588278,1.0
46,0.0016963708958974083,1.0
47,0.02046354813736803,7.0
48,0.12733396017656773,19.0
49,0.2252800450685394,86.0
50,0.001380456475363751,1.0
51,0.0013269262693870265,1.0
52,0.1632319686358002,3.0
53,1.868268181243865,4226.0
54,0.04255852598944067,1034.0
55,0.1391335273793666,6.0
56,0.0016963708958974083,1.0
57,0.00586212880813315,1643.0
58,0.010816225616314408,530.0
59,2.7346633037912,181.0
60,0.0016724915180131956,1.0
61,0.010090531145696705,2.0
62,0.02461841951739698,389.0
63,0.03234468918609339,278.0
64,0.06149719727631647,4.0
65,0.10152572086519641,21.0
66,0.2554845465942471,677.0
67,0.14525162477673514,3876.0
68,0.0015715959256355388,1.0
69,0.4973899567028014,70.0
70,0.1352855810326332,59.0
71,0.0015715959256355388,1.0
72,0.057890941785182615,23174.0
73,0.09744534390149383,4019.0
74,0.008667824074074076,1.0
75,0.019559776394004674,550.0
76,0.7256860045451263,21.0
77,0.18131349883242812,446.0
78,0.050623842592592595,40.0
79,1.7256126764051356,8.0
80,0.0541564450742725,253.0
81,0.0016668600062885123,1.0
82,0.2498665218271716,1165.0
83,0.052632453955956136,10.0
84,2.310433919507603,11.0
85,0.4313813389058499,265.0
86,0.15591507085179365,2277.0
87,0.30467323605248714,29.0
88,0.06716392571921752,96.0
89,0.004037418503433903,2.0
90,0.1700240925884197,166.0
91,2.157254537092279,7.0
92,36.5532466585327,22.0
93,0.0014704064869563186,1.0
94,0.11601244054052341,641.0
95,0.0016724915180131956,1.0
96,0.015648604655373113,1.0
97,0.02154517240854999,2.0
98,4.329936523341041,124.0
99,0.0017121528048804416,3.0
100,0.23402156186289447,39.0
101,10836.458565615978,16925.0
102,1.8539790787011363,1694.0
103,0.059229809210878975,7.0
104,0.11542232600206465,276.0
105,0.03363100621332222,25.0
106,2.523066334145846,201.0
107,0.0016963708958974083,1.0
108,0.009417187198480472,2.0
109,897.2974981611999,3477.0
110,0.03626555013127933,13.0
